track_id,track_name,artist_name,danceability,energy,valence,speechiness,acousticness,instrumentalness,liveness,tempo,loudness
1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,0.4969843184559712,0.5154867256637168,0.2867705608008191,0.006487889273356404,0.7848466440919956,0.0,0.23951670220326937,0.25683347425412634,0.7631370155630148
59uQI0PADDKeE6UZDTJEe8,Last Night,Morgan Wallen,0.42581423401688784,0.6515486725663716,0.45284950517574796,0.01967993079584776,0.4171667307093021,0.0,0.1471215351812367,0.9859884468633875,0.7575221238938051
3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,Eslabon Armado,0.6381182147165261,0.7455752212389379,0.8464338528040041,0.016435986159169552,0.4878744063598201,2.2157092614302462e-05,0.07135749822316986,0.5893520722461827,0.7730851388465058
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,0.5090470446320869,0.9745575221238938,0.24354453418268687,0.01881487889273356,0.0038601643389817694,8.2883939038687e-06,0.4797441364605544,0.44760943861419195,0.8648153799206589
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,0.494571773220748,0.48008849557522115,0.37322261403708346,0.5004325259515572,0.052214113387414544,1.41852286049238e-06,0.4896943852167733,0.6751905983331083,0.5158986878242293
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,0.8624849215922799,0.6526548672566371,0.8623592310317371,0.34256055363321797,0.052214113387414544,0.0001,0.6759061833688699,0.24142929210393554,0.7087580103753431
2FDTHlrBguDzQkp7PVj16Q,Sprinter,Dave,0.939686369119421,0.6603982300884955,0.7008303947218747,0.37932525951557095,0.2656502828867637,0.0,0.039800995024875614,0.5258879786274078,0.8018309429356116
4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,0.8540410132689988,0.5951327433628318,0.14799226481628944,0.13992214532871972,0.1201944929771268,0.0,0.3574982231698649,0.46154283400004265,0.6772047604516325
5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,0.8395657418576599,0.6581858407079646,0.8646342850642703,0.023356401384083056,0.5888853715748458,2.321219226260258e-06,0.2622601279317697,0.4258673734022069,0.7637473298748854
5odlY52u43F5BjByhxg7wg,golden hour,JVKE,0.45355850422195426,0.5630530973451326,0.07177795472642476,0.01427335640138408,0.6595930472253637,0.18991793669402113,0.30774697938877044,0.20906487803838253,0.7959719255416537
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,0.7864897466827505,0.6747787610619468,0.8373336366738711,0.01708477508650519,0.07433551476950516,2.0515826494724504e-06,0.08855721393034827,0.4154084453002323,0.8245956667683856
0DWdj2oZMBFSzRsi2Cvfzf,TQG,KAROL G,0.5404101326899879,0.622787610619469,0.6780798543965421,0.6518166089965399,0.625249319052255,0.0,0.10305614783226724,0.17819967173744672,0.8823924321025327
4MjDJD8cW7iVeWInc2Bdyj,MONACO,Bad Bunny,0.7816646562123042,0.5940265486725663,0.04561483335229213,0.09169550173010381,0.15150789219378474,0.00047127784290738574,0.7768301350390902,0.5258808733773386,0.783277387854745
2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,0.5235223160434257,0.6460176991150443,0.06267773859629167,0.04563148788927335,0.19090216862764475,4.7010550996483003e-05,0.10732054015636106,0.16292338408850288,0.8231309124198961
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,0.6417370325693608,0.8418141592920353,0.7793197588442726,0.04844290657439447,0.020900714170756594,0.0,0.420042643923241,0.31982862136832896,0.7880988709185228
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,0.4234016887816647,0.8805309734513274,0.34364691161415084,0.03871107266435986,0.0015470132355576822,0.0,0.0987917555081734,0.7453833637674878,0.7926151968263655
4KULAymBBJcPRpk1yO4dOG,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,0.3498190591073583,0.4081858407079646,0.07405300875895804,0.04390138408304499,0.5595921916624884,2.3446658851113717e-06,0.09737029140014214,0.0894977298726028,0.6162343606957581
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,0.5548854041013269,0.6272123893805309,0.07177795472642476,0.020328719723183397,0.04908277346574874,0.0,0.13148542999289267,0.248385331921757,0.6408300274641439
7DswEZZthZ6piQpL25qGAM,On My Mama,Victoria Monét,0.6465621230398071,0.5110619469026548,0.5882152201114776,0.05514705882352941,0.5616124109667889,0.005169988276670575,0.18976545842217485,0.08790615385708495,0.61806530363137
741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,0.7611580217129073,0.5486725663716813,0.7542941644864066,0.4788062283737024,0.5242383538372294,0.0001488862837045721,0.28358208955223885,0.5615208077248279,0.5767470247177294
2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,Yng Lvcas,0.8118214716525936,0.43694690265486713,0.5336139233306791,0.6647923875432526,0.2151448002792509,1.41852286049238e-06,0.059843638948116555,0.7451915220156173,0.742447360390601
5L3ecxQnQ9qTBmnLQiwf0C,K-POP,Travis Scott,0.8142340168878166,0.5907079646017699,0.5063132749402799,0.07850346020761244,0.03898167694424618,3.915592028135991e-06,0.906183368869936,0.39812137188168334,0.7463533719865729
7aqfrAY2p9BUSiupwk3svU,First Person Shooter (feat. J. Cole),Drake,0.4053075995174909,0.6316371681415929,0.17643044022295531,0.6583044982698962,0.030900799727044133,0.0,0.48542999289267946,0.703092915355156,0.6408910588953309
2gyxAWHebV7xPYVxqoi86f,get him back!,Olivia Rodrigo,0.49939686369119435,0.8440265486725662,0.7315436241610739,0.3490484429065744,0.014436012396994954,0.0,0.7498223169864962,0.689074256968474,0.7389075373817515
0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,0.8383594692400482,0.4845132743362831,0.8691843931293368,0.09666955017301039,0.34342872610233344,1.8640093786635406e-06,0.06368159203980098,0.5683631635415409,0.870857491608178
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,0.7683956574185766,0.8108407079646016,0.48356273461494714,0.10640138408304499,0.18181118175829244,4.0328253223915595e-05,0.1599147121535181,0.6030794153800243,0.7216966737870001
1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),Travis Scott,0.3848009650180942,0.4988938053097345,0.14344215675122285,0.005406574394463667,0.5808044943576437,0.0,0.19118692253020614,0.12635266198193834,0.7927372596887395
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,0.3920386007237637,0.368362831858407,0.44261176202934815,0.0,0.13736635706368117,0.02579132473622509,0.0908315565031983,0.01765654642215131,0.518645102227647
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,0.26417370325693607,0.22123893805309727,0.21169377772722106,0.006271626297577854,0.8131297143522027,0.0,0.2125088841506752,0.2469287556575554,0.5833384192859321
4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,Taylor Swift,0.7117008443908324,0.4236725663716814,0.35388465476055064,0.03525086505190311,0.7171692973979283,5.310668229777257e-05,0.1357498223169865,0.2202556468974925,0.49807750991760746
3iHzKA9HlXf5wsGdsrsnSA,Forget Me,Lewis Capaldi,0.37635705669481306,0.741150442477876,0.6644295302013423,0.13148788927335642,0.3302973006243801,0.0,0.4243070362473348,0.9865710773690681,0.8601769911504423
6iF4RgIjDvDqyW13PezSj3,Single Soon,Selena Gomez,0.5681544028950543,0.538716814159292,0.7474690023888068,0.11375432525951558,0.008708690669303,0.0,0.13859275053304906,0.2839755295187614,0.7442172718950257
4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,0.4595898673100121,0.7157079646017698,0.6507792060061427,0.06509515570934256,0.34544894540663396,0.0011840562719812428,0.39445628997867804,0.7736693642932764,0.7631980469942019
3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,Jimin,0.5910735826296745,0.7179203539823008,0.3095211011261517,0.03525086505190311,0.0025167185016219283,0.0,0.4598436389481166,0.3904903333072807,0.7566676838571863
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,0.6899879372738238,0.8019911504424778,0.8259583665112047,0.15116782006920415,0.04514334582236274,0.0,0.4342572850035537,0.29113051633852244,0.8211168751907231
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,0.8142340168878166,0.6161504424778761,0.10590376521442385,0.18468858131487892,0.02726440497930321,0.0,0.09353233830845772,0.48891936251696383,0.7254195910894109
0Nfh4u0J4bajcyp5pzaWCx,Used To Be Young,Miley Cyrus,0.5874547647768396,0.6039823008849556,0.3766351950858833,0.02616782006920415,0.5878752619226955,0.0,0.13717128642501777,0.5825310321796775,0.8549893194995422
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,0.5958986731001208,0.6238938053097345,0.4551245592082812,0.078719723183391,0.12221471228142732,3.071512309495897e-06,0.18123667377398722,0.22626668845610015,0.6834299664327128
56xHMIfQPoe0prrSi3BGhf,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,0.32569360675512665,0.290929203539823,0.12410419747469006,0.02227508650519032,0.8424228942645601,5.334114888628371e-06,0.12437810945273631,0.5420524225350112,0.5910283796155018
6pD0ufEQq0xdHSsRbg9LBK,un x100to,Grupo Frontera,0.5186972255729794,0.7079646017699114,0.5370265043794791,0.047145328719723184,0.23029644506150476,0.0,0.3361762615493959,0.128427395002167,0.8402197131522733
7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,0.6863691194209891,0.7223451327433628,0.5882152201114776,0.03892733564013841,0.07463854766515023,0.001899179366940211,0.08813077469793887,0.19143675261650833,0.8421116875190722
5AqiaZwhmC6dIbgWrD5SzV,"Peso Pluma: Bzrp Music Sessions, Vol. 55/66",Bizarrap,0.7792521109770809,0.7101769911504424,0.6052781253554772,0.025086505190311414,0.1474674535851837,0.0,0.0877043354655295,0.4836898984659764,0.6970399755874275
609E1JCInJncactoMmkDon,BESO,ROSALÍA,0.758745476477684,0.6194690265486725,0.5006256398589467,0.23875432525951557,0.743432148353835,0.0009812426729191091,0.19829424307036245,0.21320723882877052,0.6818431492218491
6T7FXSuXykeGktMLGp8WgE,All My Life (feat. J. Cole),Lil Durk,0.7816646562123042,0.5376106194690264,0.7315436241610739,0.4312283737024222,0.0453453677527928,0.0,0.14427860696517414,0.5537192431487625,0.7300579798596276
0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,Ice Spice,0.7575392038600726,0.7057522123893805,0.48925036969628033,0.6150519031141869,0.6848457885291201,1.2895662368112543e-05,0.28073916133617627,0.540226373267207,0.6870308208727494
4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy (with Future),The Weeknd,0.5717732207478889,0.5409292035398229,0.03878967125469232,0.01924740484429066,0.0057692715815457546,3.0246189917936692e-06,0.566453447050462,0.38366929324077553,0.6448581019224899
3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,0.7334137515078407,0.36393805309734506,0.4448868160618815,1.0,0.8565644293946637,0.0,0.1940298507462687,0.5755749923618563,0.4056148916692096
1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,Loreen,0.4897466827503017,0.7688053097345132,0.24240700716642025,0.10705017301038063,0.2454480898437586,1.9460726846424384e-06,0.12722103766879886,0.6036549406356357,0.7084528532194079
2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,Labrinth,0.3582629674306393,0.3595132743362831,0.3106586281424184,0.05990484429065744,0.5040361607942243,0.00019460726846424385,0.49253731343283585,0.23670430080786692,0.818126335062557
4FAKtPVycI4DxoOHC01YqD,Yandel 150,Yandel,0.7768395657418579,0.7134955752212389,0.5575019906722785,0.09407439446366782,0.049688839257038896,0.00031887456037514654,0.09452736318407962,0.7313078633802517,0.8723832773878546
2mnXxnrX5vCGolNkaFvVeM,La Jumpa,Arcángel,0.6924004825090471,0.6847345132743362,0.552951882607212,0.3641868512110727,0.30100412071202265,0.0,0.40867093105899077,0.4122252932691966,0.7368935001525785
6XbtvPmIpyCbjuT0e8cQtp,Columbia,Quevedo,0.6381182147165261,0.6946902654867255,0.19804345353202144,0.027032871972318337,0.37272190601469085,2.4970691676436107e-05,0.1058990760483298,0.24852033167307314,0.7272505340250228
6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,0.9758745476477684,0.4734513274336283,0.5791150039813445,0.26038062283737023,0.027163394014088186,1.0046893317702227e-05,0.0240227434257285,0.2839328980183457,0.7386634116570032
3BKD1PwArikchz2Zrlp1qi,Baby Don't Hurt Me,David Guetta,0.5585042219541616,0.913716814159292,0.1570924809464225,0.011245674740484435,0.0012641825329556104,0.00020398593200468933,0.12295664534470505,0.44692733460754147,0.8812328349099785
6OfOzTitafSnsaunQLuNFw,DOGTOOTH,"Tyler, The Creator",0.683956574185766,0.6238938053097345,0.8100329882834718,0.6453287197231835,0.5100968187071258,0.0,0.2579957356076759,0.08874457336525948,0.7015563014952699
37CoOXIsgF3NzbK1zHZetk,Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,0.7478890229191799,0.6216814159292035,0.40393584347628264,0.20415224913494806,0.23332677401795554,0.0,0.18123667377398722,0.32684150318670463,0.624961855355508
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,0.6911942098914354,0.5741150442477875,0.6598794221362758,0.0012975778546712793,0.18787183967119397,0.0,0.11584932480454868,0.23412509503271967,0.7520903265181567
6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),Jung Kook,0.8612786489746682,0.81858407079646,0.9078603116824026,0.16738754325259514,0.03251697517048454,0.0,0.07448471926083866,0.3055328582289453,0.8883735123588646
7dJYggqjKo71KI9sLzqCs8,Agora Hills,Doja Cat,0.7370325693606756,0.6526548672566371,0.34364691161415084,0.15441176470588236,0.23029644506150476,0.0001044548651817116,0.1257995735607676,0.4119837147668411,0.7149832163564234
73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,0.7249698431845597,0.7455752212389379,0.7588442725514731,0.1438148788927336,0.06160813315241192,1.6881594372801876e-06,0.0898365316275764,0.7594233379043775,0.7318889227952394
3XB5uhhlYSnkxpSihkNQwh,QLONA,KAROL G,0.8492159227985525,0.7267699115044247,0.4096234785576158,0.578287197231834,0.5464607661845351,2.2039859320046894e-06,0.07732764747690121,0.7452696797663794,0.6321025328043941
4sx6NRwL6Ol3V6m9exwGlQ,LOVE AGAIN,The Kid LAROI,0.5367913148371533,0.4103982300884955,0.3152087362074849,0.004325259515570931,0.45151045888241087,0.0,0.11300639658848616,0.29850576591043126,0.7099176075678972
11xC6P3iKYpFThT6Ce1KdG,Attention,Doja Cat,0.7478890229191799,0.53429203539823,0.3766351950858833,0.4809688581314879,0.11918438332497654,0.03259085580304807,0.10163468372423595,0.1629802260890571,0.6061641745498931
1EryAkZ0VHstC6haIxVBiE,Sextape,Deftones,0.2750301568154403,0.6084070796460176,0.00739392560573314,0.003027681660899652,0.0008237747246180986,0.08898007033997656,0.11727078891257997,0.1771907262276095,0.6938053097345132
5Qv2Nby1xTr9pQyjkrc94J,All I Need,Radiohead,0.6405307599517491,0.4358407079646017,0.011147764759413037,0.02141003460207612,0.5363596696630325,0.5017584994138335,0.14854299928926795,0.1632146993413432,0.5586817210863594
3zxl2eBNz34tGizbLYES8N,"Goodnight, God Bless, I Love U, Delete.",✝✝✝ (Crosses),0.6115802171290712,0.7201327433628317,0.2856330337845524,0.04152249134948097,0.28383225662546835,0.76905041031653,0.2054015636105188,0.42634342515684837,0.6806835520292949
0eQS5ODoW5kOAyJjYuF7Q3,Grace,✝✝✝ (Crosses),0.26537997587454765,0.5553097345132743,0.10021613013309066,0.04995674740484429,0.5060563800985247,0.16412661195779604,0.248045486851457,0.46309177851514477,0.6312480927677753
3trPuoohUKhdmOFFYkg5y2,Ghost Ride,✝✝✝ (Crosses),0.528347406513872,0.7123893805309733,0.014901603913092934,0.12975778546712802,0.19595271688839602,0.0002661195779601407,0.09040511727078893,0.19302832863202607,0.6451022276472382
5kumWHItsKdlYKmdroIVM1,Runner,✝✝✝ (Crosses),0.6188178528347408,0.7831858407079646,0.052439995449891946,0.047145328719723184,0.1060529578470232,0.12895662368112545,0.10163468372423595,0.5750492038567296,0.7395788831248091
42Dr2767ODi1zX7KQN8zup,Auto-Sabotage,Last Dinosaurs,0.5693606755126659,0.8982300884955752,0.8168581503810717,0.21280276816608995,0.0026783360459659692,3.669402110199297e-06,0.4299928926794599,0.2626597793109328,0.7507476350320413
35jyxg80z7cV6rUZhMctyj,Mein,Deftones,0.34861278648974664,0.9380530973451326,0.1696052781253555,0.056012110726643596,0.0,0.6729191090269636,0.06083866382373846,0.4259384259028996,0.9213915166310649
4bLCPfBLKlqiONo6TALTh5,Entombed,Deftones,0.3136308805790109,0.7400442477876106,0.08770333295415769,0.02573529411764705,0.005981394608497308,0.1500586166471278,0.472636815920398,0.4619265175037835,0.8520598108025632
2jSJm3Gv6GLxduWLenmjKS,Digital Bath,Deftones,0.2400482509047045,0.8573008849557521,0.4710499374360141,0.12283737024221454,0.0012237781468696,0.2473622508792497,0.08542999289267947,0.19839989768439886,0.7876106194690264
5hxcxipGOjgTzrPOkfsyyS,Xerces,Deftones,0.49215922798552486,0.7212389380530972,0.18439312933682175,0.019463667820069197,0.0005954899432321407,0.29308323563892147,0.619047619047619,0.39077454331005174,0.7675312786084831
3rbs4YknbRTpNGI68IHb6C,Option,✝✝✝ (Crosses),0.3124246079613993,0.820796460176991,0.16391764304402232,0.03503460207612456,0.00017629443758978425,0.5803048065650646,0.09282160625444208,0.5680292167882848,0.8504119621605125
7mykoq6R3BArsSpNDjFQTm,I Really Want to Stay at Your House,Rosa Walton,0.4234016887816647,0.7234513274336283,0.04106472528722557,0.024005190311418692,0.0023854042468423953,5.369284876905041e-06,0.07334754797441365,0.4257678999012369,0.6374122673176685
6lRJqlbbsSAyoN67hVsF8A,Leave,Whirr,0.10856453558504225,0.6725663716814158,0.1354794676373564,0.04065743944636678,0.0003187198985429704,1.0,0.9331911869225301,0.21325697557925544,0.6530363137015562
4m8wPzkI1y0sUdqEh4A7fq,Kimdracula,Deftones,0.18576598311218334,0.8263274336283185,0.42896143783414864,0.05060553633217993,3.363665141660354e-06,0.16647127784290738,0.35607675906183367,0.6328290974200836,0.8552944766554774
5Bpc360LNUScK53FrM8nvB,Hole in the Earth,Deftones,0.0,0.9435840707964602,0.24354453418268687,0.39013840830449825,4.588928149718615e-05,0.06705744431418523,0.4484719260838664,1.0,0.8482758620689653
6QeYSvYqYUsfBzsApbjDHO,Cigarettes out the Window,TV Girl,0.5862484921592279,0.6360619469026548,0.5734273689000113,0.01751730103806229,0.12120460262927706,0.0,0.1940298507462687,0.3446614703604493,0.7429966432712846
1a19jsjG2DvbN1fVJonKUU,Beaches,beabadoobee,0.3353437876960193,0.8053097345132744,0.37436014105335,0.016435986159169552,0.015547133014360236,2.4736225087924975e-05,0.22103766879886283,0.12049793592485475,0.8461397619774182
4S4QJfBGGrC8jRIjJHf1Ka,Pain,PinkPantheress,0.8323281061519903,0.5896017699115044,0.8191332044136049,0.24740484429065746,0.2292863354093545,0.0035873388042203984,0.040227434257285,0.4303081546955045,0.5703997558742752
70L6nHORQsblY813yNqUR3,Cherry Waves,Deftones,0.39927623642943305,0.8573008849557521,0.0911159140029576,0.06076989619377163,0.0003571040653246802,0.00810082063305979,0.15422885572139303,0.41897528083500896,0.8654256942325296
50u2y4zgROMZq2db8Qx94B,cold weather,glass beach,0.24366706875753924,0.6382743362831858,0.665567057217609,0.01708477508650519,0.004254107103320369,0.0,0.0987917555081734,0.6390959279811854,0.8295392126945376
6Vecwo7AHst9V2CE3kmwr0,No Such Thing,John Mayer,0.6381182147165261,0.7245575221238937,0.5472642475258788,0.011245674740484435,0.03867864404860111,0.0,0.13717128642501777,0.4751635983828451,0.7887702166615806
0s1PsjRpN9v3gveUOM6Iux,Neon Roses,The Technicolors,0.06393244873341375,0.8794247787610618,0.33795927653281765,0.08109861591695504,4.1646820958155075e-05,0.00018874560375146544,0.5934612651030561,0.8581578928670395,0.8942935611840096
4Uiw0Sl9yskBaC6P4DcdVD,Be Quiet and Drive (Far Away),Deftones,0.08082026537997586,0.9745575221238938,0.08884085997042432,0.11548442906574395,1.454557899096368e-06,0.9695193434935522,0.47405828002842926,0.19590595491008295,0.7767470247177295
5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,0.6598311218335344,0.4679203539823008,0.6826299624616085,0.02184256055363322,0.6323200866173068,8.804220398593201e-05,0.49680170575692967,0.7383207451986273,0.655843759536161
0F57gwy0G6aqnaMAH1ELSV,Futon,Ūla,0.8600723763570566,0.581858407079646,0.7087930838357411,0.05060553633217993,0.7414119290495345,6.998827667057444e-06,0.1101634683724236,0.3762016754179663,0.731583765639304
27AJf1VXuh3h6QsqQBOLxf,Channel Orange In Your Living Room,Charlie Burg,0.6743063932448734,0.575221238938053,0.8441587987714708,0.051470588235294115,0.5232282441850792,0.0,0.051883439943141436,0.3811895609665981,0.6929508696978943
754kgU5rWscRTfvlsuEwFp,Kiss Me,Sixpence None The Richer,0.4668275030156816,0.7356194690265486,0.3766351950858833,0.0058391003460207605,0.023223966370702183,2.063305978898007e-06,0.05074626865671641,0.24825033217044062,0.66396093988404
1Bv3h7Vc4AaYA2BcSM3rVd,All I Wanted,Paramore,0.428226779252111,0.7068584070796459,0.07064042771015813,0.040008650519031144,0.019385549692531208,0.03774912075029308,0.14285714285714288,0.561265018722334,0.8107415318889226
5VA4Ispp52EA1sOqzMz3Av,All I Want Is You (feat. J. Cole),Miguel,0.7683956574185766,0.5741150442477875,0.9453987032192016,0.01881487889273356,0.07352742704778496,7.327080890973037e-05,0.1101634683724236,0.22626668845610015,0.7413487946292339
70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,0.39565741857659836,1.0,0.26288249345921966,0.1868512110726644,0.0001449810383731263,0.05674091441969519,0.3503909026297086,0.4646123020299699,0.886786695148001
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,0.330518697225573,0.8816371681415929,0.3117961551586851,0.024005190311418692,5.194993941008768e-05,0.00036107854630715124,0.0668088130774698,0.6609516771942789,0.7508086664632284
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,0.45355850422195426,0.3827433628318584,0.016039130929359574,0.025086505190311414,0.009789507997103774,0.00015592028135990622,0.1357498223169865,0.190427807106671,0.4826365578272809
3SeDS5sSoWnwAZvVgkdKzf,Better in the Dark,Jordana,0.6501809408926418,0.6150442477876106,0.6951427596405415,0.0025951557093425587,0.2858524759297688,0.0007854630715123096,0.92181947405828,0.17773783048294384,0.6321025328043941
